Gender,Geographic Region,Loyalty Status,Neighborhood Cluster-7 Level,Affluence Grade,Age,Loyalty Card Tenure,ORGANICS
M,Midlands,Silver,D,3.0,45.0,5.0,0.0
F,South East,Tin,E,7.0,32.0,7.0,1.0
F,Midlands,Tin,D,8.0,47.0,8.0,0.0
F,North,Silver,D,17.0,49.0,2.0,1.0
M,Scottish,Silver,F,5.0,64.0,9.0,0.0
M,North,Tin,D,6.0,54.0,5.0,0.0
F,North,Silver,F,7.0,33.0,11.0,1.0
F,North,Silver,F,8.881476641620386,35.0,1.0,1.0
M,South West,Gold,B,7.0,60.0,2.0,0.0
M,Midlands,Gold,D,6.0,67.0,2.0,0.0
M,Scottish,Platinum,F,9.0,73.0,0.0,0.0
F,South East,Tin,D,7.0,52.0,8.0,0.0
M,Midlands,Silver,F,14.0,44.0,1.0,1.0
M,Midlands,Tin,D,11.0,50.0,5.0,1.0
M,South East,Tin,B,8.881476641620386,30.0,5.0,1.0
M,South East,Silver,A,10.0,51.0,8.0,0.0
F,North,Silver,F,9.0,67.0,4.0,0.0
F,Midlands,Gold,B,10.0,51.0,1.0,0.0
F,South East,Tin,C,10.0,57.0,5.0,1.0
F,South East,Tin,E,15.0,43.0,7.0,1.0
F,Midlands,Gold,C,3.0,39.0,7.0,0.0
M,North,Gold,B,10.0,63.0,12.0,0.0
M,Midlands,Silver,C,8.0,49.0,1.0,0.0
F,South East,Gold,A,11.0,45.0,10.0,1.0
F,North,Tin,F,14.0,51.0,8.0,1.0
F,South East,Tin,E,6.0,62.0,8.0,0.0
M,Midlands,Tin,F,11.0,27.0,5.0,1.0
M,Midlands,Silver,C,7.0,48.0,10.0,0.0
M,Midlands,Silver,F,8.0,59.0,11.0,0.0
M,South East,Silver,D,13.0,54.0,2.0,0.0
F,North,Platinum,C,17.0,51.0,3.0,1.0
F,South East,Silver,B,6.0,50.0,6.0,0.0
M,South East,Gold,A,5.0,68.0,4.0,0.0
F,South East,Silver,B,16.0,57.0,5.0,1.0
F,North,Silver,C,14.0,46.0,8.0,1.0
M,North,Gold,C,12.0,57.0,11.0,0.0
F,South East,Silver,E,9.0,25.0,1.0,1.0
M,South East,Silver,B,8.0,67.0,1.0,0.0
F,Midlands,Gold,C,11.0,47.0,6.549493629532832,0.0
F,Scottish,Tin,F,13.0,39.0,5.0,0.0
F,North,Gold,A,17.0,53.0,3.0,1.0
F,Midlands,Gold,A,9.0,73.0,3.0,1.0
F,Midlands,Silver,F,6.0,51.0,1.0,0.0
F,South East,Tin,D,9.0,48.0,7.0,1.0
F,Midlands,Tin,D,7.0,46.0,5.0,0.0
F,Midlands,Silver,B,10.0,77.0,4.0,0.0
F,South East,Tin,B,8.0,46.0,8.0,0.0
F,Midlands,Platinum,D,6.0,65.0,8.0,0.0
F,South East,Gold,D,9.0,33.0,1.0,1.0
F,South East,Gold,A,8.0,69.0,6.549493629532832,0.0
F,South East,Silver,E,11.0,26.0,9.0,1.0
F,Midlands,Tin,B,5.0,68.0,8.0,0.0
F,Scottish,Gold,E,8.0,57.0,3.0,0.0
F,South East,Silver,A,15.0,50.0,11.0,0.0
F,Scottish,Silver,C,7.0,55.0,3.0,0.0
F,Midlands,Gold,D,4.0,64.0,2.0,0.0
F,South East,Silver,C,5.0,32.0,4.0,1.0
M,Midlands,Silver,F,16.0,65.0,7.0,0.0
F,South West,Tin,B,6.0,43.0,5.0,1.0
F,South East,Silver,C,6.0,70.0,5.0,1.0
F,Midlands,Gold,U,8.0,77.0,6.549493629532832,0.0
F,South East,Gold,B,13.0,72.0,6.549493629532832,1.0
F,Midlands,Gold,E,7.0,43.0,7.0,1.0
F,North,Tin,B,4.0,61.0,7.0,0.0
M,South East,Gold,E,5.0,46.0,3.0,0.0
F,South East,Gold,C,8.0,73.0,6.549493629532832,0.0
M,South East,Tin,C,13.0,67.0,8.0,0.0
F,South East,Tin,C,7.0,47.0,5.0,0.0
F,South East,Silver,D,13.0,60.0,9.0,1.0
F,Midlands,Silver,D,7.0,33.0,5.0,1.0
M,South West,Silver,B,10.0,71.0,5.0,1.0
F,South West,Tin,B,14.0,64.0,5.0,1.0
F,North,Silver,F,8.0,40.0,4.0,0.0
F,Midlands,Silver,A,15.0,35.0,9.0,1.0
M,South East,Silver,D,10.0,58.0,9.0,0.0
F,Midlands,Tin,E,12.0,61.0,4.0,0.0
F,Midlands,Gold,E,6.0,58.0,2.0,0.0
F,South East,Tin,A,11.0,60.0,8.0,0.0
F,South East,Gold,D,8.0,53.0,8.0,0.0
F,Scottish,Gold,B,5.0,73.0,6.0,0.0
F,Midlands,Platinum,F,8.0,54.0,3.0,0.0
F,South East,Gold,C,7.0,75.0,8.0,0.0
F,Scottish,Silver,F,6.0,71.0,1.0,0.0
F,Midlands,Silver,B,8.0,72.0,4.0,0.0
M,Midlands,Gold,A,9.0,63.0,2.0,0.0
F,South East,Silver,F,12.0,63.0,8.0,0.0
F,Midlands,Tin,F,12.0,43.0,5.0,0.0
F,Midlands,Tin,F,7.0,35.0,7.0,0.0
M,Midlands,Gold,B,6.0,65.0,7.0,0.0
M,South East,Gold,A,10.0,43.0,3.0,1.0
F,South East,Tin,D,16.0,39.0,5.0,1.0
M,South East,Silver,F,5.0,31.0,1.0,1.0
F,Scottish,Gold,C,9.0,53.0,3.0,0.0
M,South West,Silver,D,9.0,54.0,11.0,0.0
F,South East,Tin,F,17.0,37.0,5.0,1.0
F,Midlands,Gold,A,8.0,40.0,1.0,0.0
F,Midlands,Silver,F,8.0,64.0,9.0,0.0
F,Midlands,Tin,D,9.0,44.0,8.0,1.0
F,South East,Tin,F,12.0,61.0,4.0,1.0
F,Midlands,Tin,F,10.0,37.0,8.0,1.0
F,North,Tin,E,5.0,50.0,8.0,0.0
F,Midlands,Tin,F,9.0,31.0,8.0,0.0
F,North,Silver,A,6.0,73.0,16.0,0.0
M,Midlands,Gold,D,8.0,60.0,2.0,0.0
F,South East,Gold,D,10.0,52.0,7.0,1.0
F,Scottish,Gold,B,10.0,39.0,5.0,1.0
F,South East,Tin,C,10.0,42.0,10.0,1.0
F,North,Silver,D,6.0,57.0,2.0,0.0
F,Midlands,Tin,B,11.0,40.0,5.0,1.0
F,North,Tin,C,13.0,36.0,4.0,0.0
F,South East,Gold,C,11.0,52.0,6.0,1.0
F,South East,Tin,E,8.0,39.0,8.0,0.0
F,South East,Silver,E,11.0,52.0,8.0,0.0
M,Midlands,Gold,C,10.0,72.0,4.0,0.0
F,Midlands,Silver,B,5.0,74.0,6.549493629532832,0.0
F,South East,Tin,C,7.0,26.0,5.0,0.0
M,South East,Tin,D,6.0,68.0,6.549493629532832,0.0
M,Scottish,Silver,F,6.0,53.0,9.0,0.0
F,North,Gold,D,10.0,53.0,5.0,0.0
F,South East,Tin,D,8.0,44.0,5.0,1.0
F,South East,Tin,D,3.0,62.0,8.0,0.0
M,Midlands,Tin,F,8.881476641620386,39.0,5.0,1.0
F,Midlands,Gold,C,11.0,70.0,13.0,1.0
F,Midlands,Gold,D,7.0,43.0,7.0,0.0
F,North,Tin,B,9.0,47.0,8.0,0.0
M,South East,Silver,B,9.0,62.0,9.0,0.0
M,South East,Gold,C,3.0,56.0,5.0,0.0
F,Midlands,Gold,B,13.0,74.0,2.0,0.0
F,South East,Silver,F,8.0,32.0,2.0,0.0
F,North,Silver,B,13.0,75.0,9.0,1.0
M,North,Tin,D,13.0,57.0,5.0,1.0
F,South East,Platinum,B,8.0,78.0,13.0,1.0
M,Midlands,Silver,E,13.0,67.0,8.0,0.0
M,Midlands,Gold,E,11.0,74.0,4.0,0.0
F,South East,Gold,C,9.0,69.0,1.0,0.0
F,South East,Silver,A,16.0,77.0,5.0,0.0
F,Midlands,Silver,D,8.0,61.0,12.0,1.0
M,North,Gold,C,10.0,60.0,8.0,0.0
M,South East,Silver,F,11.0,47.0,1.0,0.0
F,Midlands,Gold,C,6.0,64.0,8.0,0.0
M,Midlands,Silver,C,10.0,60.0,2.0,0.0
F,Midlands,Silver,D,10.0,32.0,8.0,1.0
F,Midlands,Tin,E,15.0,45.0,4.0,1.0
F,North,Silver,B,6.0,46.0,8.0,0.0
F,Midlands,Tin,A,9.0,41.0,5.0,1.0
F,Midlands,Gold,D,6.0,69.0,5.0,0.0
F,South East,Gold,B,5.0,48.0,4.0,0.0
F,South East,Tin,C,8.0,35.0,8.0,1.0
F,South East,Gold,B,5.0,72.0,3.0,0.0
F,Midlands,Silver,F,16.0,25.0,2.0,1.0
F,South East,Silver,D,14.0,50.0,13.0,1.0
F,South East,Silver,B,3.0,59.0,4.0,0.0
M,North,Gold,C,12.0,45.0,3.0,0.0
F,Scottish,Tin,A,8.0,62.0,9.0,0.0
F,South East,Silver,C,13.0,72.0,2.0,1.0
M,Midlands,Tin,C,12.0,44.0,4.0,1.0
M,South East,Gold,D,8.0,68.0,4.0,1.0
F,South East,Silver,D,9.0,23.0,1.0,1.0
F,Midlands,Tin,E,12.0,28.0,4.0,1.0
F,Midlands,Gold,C,18.0,44.0,3.0,0.0
M,Midlands,Tin,C,12.0,38.0,8.0,0.0
F,North,Gold,D,10.0,75.0,2.0,0.0
F,Midlands,Silver,D,5.0,64.0,17.0,0.0
F,South West,Silver,A,14.0,79.0,3.0,1.0
F,Midlands,Gold,F,7.0,70.0,4.0,1.0
F,South East,Gold,B,7.0,79.0,5.0,0.0
F,South East,Gold,B,9.0,76.0,5.0,1.0
M,Midlands,Silver,C,11.0,33.0,1.0,1.0
F,Midlands,Tin,A,10.0,63.0,11.0,1.0
F,Midlands,Tin,D,14.0,48.0,5.0,1.0
F,Scottish,Silver,F,14.0,62.0,5.0,1.0
F,North,Silver,F,9.0,40.0,8.0,1.0
M,North,Silver,B,2.0,75.0,6.0,0.0
F,Midlands,Tin,F,6.0,43.0,5.0,0.0
F,South East,Tin,B,8.0,55.0,1.0,0.0
F,South East,Gold,E,7.0,63.0,6.549493629532832,0.0
M,Scottish,Platinum,F,11.0,52.0,1.0,0.0
F,North,Tin,F,11.0,49.0,5.0,0.0
F,North,Silver,C,8.881476641620386,35.0,2.0,1.0
F,South East,Silver,F,10.0,39.0,4.0,0.0
F,Midlands,Tin,B,9.0,54.0,4.0,1.0
F,South East,Silver,A,14.0,21.0,3.0,1.0
F,North,Gold,B,9.0,71.0,11.0,0.0
M,North,Tin,D,7.0,24.0,4.0,1.0
F,South East,Tin,E,4.0,54.0,8.0,0.0
M,North,Silver,D,6.0,65.0,6.0,0.0
M,Midlands,Silver,C,7.0,62.0,5.0,0.0
F,South East,Gold,B,16.0,49.0,1.0,1.0
F,South East,Platinum,D,10.0,70.0,6.549493629532832,0.0
F,Midlands,Gold,D,4.0,58.0,2.0,0.0
F,South East,Tin,B,5.0,58.0,5.0,0.0
F,North,Silver,D,8.0,55.0,1.0,1.0
F,North,Silver,E,7.0,51.0,8.0,0.0
M,North,Gold,E,7.0,73.0,6.549493629532832,0.0
F,North,Tin,E,9.0,47.0,8.0,1.0
F,North,Gold,E,12.0,51.0,2.0,0.0
F,South East,Gold,F,9.0,68.0,18.0,0.0
M,Scottish,Gold,F,6.0,40.0,1.0,0.0
F,North,Silver,C,8.0,53.0,9.0,0.0
F,Midlands,Silver,E,10.0,26.0,2.0,1.0
F,Midlands,Silver,F,7.0,70.0,9.0,0.0
M,North,Silver,C,15.0,44.0,1.0,1.0
F,North,Gold,A,7.0,57.0,5.0,0.0
F,South East,Silver,D,9.0,71.0,5.0,1.0
M,South East,Silver,C,6.0,59.0,5.0,0.0
M,Midlands,Tin,E,8.0,59.0,7.0,0.0
F,Midlands,Tin,D,10.0,52.0,5.0,0.0
F,South East,Tin,B,11.0,32.0,2.0,1.0
M,Scottish,Tin,A,11.0,58.0,5.0,0.0
F,South East,Silver,D,4.0,47.0,5.0,0.0
F,South East,Silver,F,7.0,63.0,5.0,0.0
F,North,Gold,E,6.0,66.0,6.549493629532832,0.0
M,South East,Silver,F,9.0,46.0,12.0,0.0
F,South East,Platinum,D,10.0,52.0,1.0,0.0
M,Midlands,Tin,E,8.0,51.0,5.0,0.0
M,South West,Silver,B,5.0,56.0,1.0,0.0
M,South East,Tin,F,7.0,31.0,8.0,0.0
F,Scottish,Gold,A,10.0,71.0,8.0,0.0
M,South East,Gold,C,3.0,65.0,8.0,0.0
F,Midlands,Silver,A,14.0,69.0,6.0,1.0
M,North,Tin,F,15.0,51.0,5.0,0.0
F,South East,Silver,F,6.0,50.0,4.0,0.0
F,South East,Gold,E,10.0,76.0,4.0,0.0
M,South East,Tin,A,4.0,53.0,5.0,0.0
M,South East,Silver,D,13.0,65.0,11.0,0.0
F,Midlands,Tin,F,15.0,43.0,5.0,1.0
F,Midlands,Silver,F,12.0,54.0,6.0,1.0
F,South East,Silver,B,5.0,75.0,5.0,0.0
F,North,Silver,F,9.0,45.0,6.0,0.0
M,South East,Tin,F,10.0,66.0,8.0,0.0
F,South East,Silver,A,4.0,54.0,2.0,0.0
F,South East,Tin,B,11.0,51.0,8.0,1.0
F,South East,Silver,D,6.0,44.0,3.0,1.0
F,Midlands,Tin,F,10.0,34.0,4.0,1.0
F,North,Tin,D,7.0,38.0,4.0,0.0
F,South East,Platinum,B,8.0,45.0,11.0,0.0
F,South East,Gold,B,8.0,54.0,3.0,0.0
M,South East,Silver,C,14.0,46.0,12.0,1.0
F,South West,Gold,B,8.0,70.0,15.0,0.0
M,South West,Gold,E,9.0,51.0,8.0,0.0
M,Scottish,Silver,B,14.0,63.0,7.0,0.0
F,South East,Silver,E,16.0,44.0,3.0,1.0
F,South East,Gold,B,8.0,57.0,2.0,0.0
F,South East,Silver,F,6.0,38.0,8.0,0.0
M,South East,Gold,D,8.0,53.0,8.0,0.0
F,Midlands,Tin,F,11.0,52.0,5.0,1.0
M,North,Gold,F,5.0,42.0,5.0,0.0
F,Scottish,Tin,D,9.0,61.0,5.0,0.0
F,Midlands,Silver,E,5.0,72.0,6.0,0.0
F,Midlands,Gold,D,11.0,48.0,3.0,0.0
M,South West,Silver,B,6.0,55.0,1.0,0.0
M,North,Tin,F,4.0,46.0,8.0,0.0
F,South East,Silver,B,10.0,61.0,2.0,1.0
M,South East,Silver,E,10.0,58.0,9.0,0.0
M,Midlands,Gold,F,5.0,66.0,8.0,0.0
F,South East,Tin,B,12.0,54.0,5.0,0.0
M,South East,Tin,E,10.0,36.0,5.0,1.0
F,North,Gold,C,16.0,58.0,9.0,1.0
F,South East,Silver,F,10.0,32.0,4.0,1.0
F,Midlands,Tin,D,8.0,30.0,7.0,1.0
F,North,Tin,C,9.0,42.0,5.0,0.0
F,South East,Tin,E,10.0,43.0,8.0,1.0
M,North,Tin,C,11.0,61.0,5.0,0.0
M,North,Tin,E,8.881476641620386,39.0,4.0,1.0
M,North,Gold,B,5.0,57.0,2.0,0.0
M,Midlands,Tin,D,6.0,43.0,5.0,0.0
M,South East,Gold,D,10.0,60.0,11.0,0.0
F,South East,Silver,D,10.0,51.0,11.0,0.0
F,Midlands,Gold,C,7.0,47.0,1.0,1.0
F,Midlands,Tin,F,12.0,44.0,8.0,1.0
F,North,Silver,D,7.0,50.0,5.0,0.0
F,South East,Silver,C,10.0,35.0,8.0,1.0
F,South East,Gold,F,5.0,69.0,6.549493629532832,1.0
F,North,Tin,B,3.0,42.0,5.0,0.0
M,Midlands,Silver,F,3.0,54.0,4.0,0.0
M,Midlands,Silver,C,1.0,66.0,9.0,0.0
M,South East,Tin,B,4.0,72.0,8.0,0.0
M,North,Gold,E,7.0,55.0,17.0,0.0
F,Scottish,Gold,F,18.0,43.0,8.0,1.0
F,South West,Silver,A,4.0,42.0,5.0,0.0
F,South East,Tin,D,7.0,64.0,9.0,0.0
M,South East,Tin,E,10.0,73.0,5.0,0.0
M,Midlands,Silver,D,11.0,56.0,0.0,0.0
M,North,Silver,C,13.0,56.0,8.0,0.0
F,Scottish,Silver,F,9.0,54.0,5.0,0.0
F,Midlands,Tin,F,13.0,38.0,5.0,0.0
M,South West,Gold,B,13.0,77.0,1.0,0.0
F,South East,Silver,C,9.0,64.0,12.0,0.0
F,North,Gold,F,7.0,65.0,8.0,0.0
M,Midlands,Silver,C,13.0,31.0,1.0,0.0
F,South East,Silver,A,9.0,61.0,6.0,0.0
F,Scottish,Tin,F,13.0,40.0,6.0,0.0
F,South East,Gold,C,6.0,78.0,6.549493629532832,0.0
F,Midlands,Silver,E,7.0,64.0,1.0,0.0
F,Midlands,Tin,F,6.0,45.0,8.0,0.0
F,Scottish,Gold,C,15.0,72.0,17.0,1.0
M,North,Tin,E,9.0,33.0,6.0,1.0
F,South East,Gold,F,10.0,79.0,8.0,0.0
M,South East,Tin,B,6.0,40.0,5.0,0.0
M,Scottish,Gold,C,12.0,50.0,8.0,0.0
M,North,Gold,C,3.0,69.0,6.549493629532832,1.0
F,North,Silver,E,11.0,38.0,5.0,0.0
M,South East,Silver,D,10.0,52.0,3.0,1.0
M,Midlands,Tin,D,13.0,48.0,5.0,0.0
F,South East,Tin,D,12.0,65.0,7.0,0.0
F,South East,Silver,F,4.0,44.0,1.0,1.0
F,South East,Gold,D,5.0,61.0,4.0,0.0
M,Midlands,Silver,C,8.0,55.0,9.0,0.0
F,South East,Silver,A,8.0,46.0,3.0,0.0
M,Midlands,Gold,F,8.0,69.0,5.0,0.0
F,Midlands,Gold,F,10.0,75.0,3.0,0.0
M,South East,Platinum,F,4.0,52.0,2.0,0.0
F,South East,Tin,C,12.0,40.0,9.0,1.0
F,North,Tin,C,9.0,66.0,10.0,1.0
F,South East,Silver,F,7.0,27.0,1.0,1.0
F,Midlands,Gold,A,11.0,73.0,11.0,0.0
M,Midlands,Gold,F,7.0,68.0,4.0,0.0
F,South East,Silver,F,11.0,43.0,9.0,1.0
M,North,Tin,F,8.0,39.0,4.0,0.0
M,Midlands,Tin,C,6.0,35.0,5.0,0.0
F,South East,Gold,B,7.0,56.0,7.0,1.0
M,Midlands,Platinum,E,6.0,50.0,4.0,0.0
F,South West,Tin,B,16.0,46.0,5.0,1.0
F,South West,Tin,D,7.0,78.0,9.0,0.0
M,South East,Gold,C,3.0,51.0,2.0,0.0
F,North,Tin,C,7.0,47.0,6.0,0.0
F,South East,Silver,D,12.0,72.0,9.0,0.0
M,South East,Gold,D,11.0,57.0,14.0,0.0
M,South East,Silver,C,6.0,66.0,8.0,0.0
F,Midlands,Silver,A,9.0,29.0,1.0,1.0
F,Midlands,Gold,D,6.0,58.0,8.0,0.0
M,Scottish,Gold,B,12.0,50.0,4.0,0.0
M,Scottish,Gold,D,13.0,57.0,4.0,0.0
F,Scottish,Tin,F,11.0,37.0,4.0,1.0
M,Midlands,Gold,C,7.0,68.0,6.0,0.0
F,South East,Tin,E,4.0,56.0,8.0,0.0
F,Midlands,Platinum,C,7.0,47.0,3.0,1.0
M,Midlands,Tin,D,12.0,37.0,8.0,1.0
M,Midlands,Silver,B,5.0,49.0,5.0,0.0
M,South East,Silver,C,5.0,78.0,8.0,0.0
F,Midlands,Silver,F,11.0,32.0,9.0,1.0
F,Midlands,Tin,D,11.0,41.0,5.0,0.0
F,South East,Tin,F,10.0,44.0,3.0,1.0
F,North,Tin,F,12.0,47.0,4.0,0.0
F,Midlands,Gold,C,7.0,58.0,3.0,1.0
F,North,Silver,C,9.0,50.0,10.0,0.0
F,Midlands,Gold,C,6.0,73.0,2.0,0.0
M,South East,Gold,F,10.0,55.0,4.0,1.0
M,South East,Silver,D,13.0,33.0,8.0,1.0
F,South East,Silver,E,12.0,34.0,1.0,0.0
F,South East,Platinum,A,5.0,51.0,7.0,0.0
F,Midlands,Tin,F,12.0,32.0,4.0,1.0
F,Midlands,Tin,B,12.0,76.0,7.0,0.0
F,North,Gold,A,13.0,38.0,8.0,1.0
F,South East,Tin,D,10.0,54.0,5.0,0.0
M,South East,Tin,F,15.0,61.0,4.0,0.0
M,North,Silver,E,8.0,78.0,5.0,0.0
F,South East,Silver,C,10.0,27.0,2.0,1.0
F,Midlands,Gold,D,6.0,50.0,5.0,0.0
F,Midlands,Silver,D,6.0,65.0,6.0,0.0
F,Midlands,Tin,F,7.0,40.0,5.0,0.0
F,Midlands,Tin,B,3.0,65.0,11.0,0.0
F,Midlands,Tin,D,4.0,53.0,4.0,0.0
M,South East,Gold,F,9.0,38.0,1.0,1.0
F,Midlands,Silver,F,10.0,24.0,6.549493629532832,0.0
F,South East,Gold,C,6.0,49.0,1.0,0.0
F,Midlands,Gold,F,10.0,74.0,1.0,0.0
M,North,Silver,C,15.0,49.0,7.0,1.0
M,Scottish,Silver,F,17.0,41.0,9.0,1.0
F,North,Silver,C,5.0,70.0,5.0,0.0
M,North,Silver,F,5.0,68.0,4.0,0.0
M,South East,Tin,B,8.0,56.0,8.0,0.0
M,Midlands,Gold,B,9.0,63.0,4.0,0.0
F,North,Tin,C,9.0,49.0,7.0,0.0
F,South East,Silver,C,3.0,41.0,3.0,0.0
M,Midlands,Silver,F,11.0,46.0,9.0,0.0
F,South East,Silver,C,7.0,56.0,1.0,0.0
F,Midlands,Silver,E,11.0,36.0,4.0,0.0
F,Midlands,Gold,D,4.0,59.0,2.0,0.0
F,North,Silver,D,6.0,42.0,5.0,0.0
F,Scottish,Silver,E,2.0,75.0,6.549493629532832,0.0
F,South East,Gold,B,9.0,67.0,7.0,0.0
F,South East,Gold,B,10.0,66.0,6.0,0.0
F,Midlands,Silver,F,9.0,64.0,8.0,1.0
F,Midlands,Tin,C,10.0,31.0,8.0,1.0
F,South East,Tin,E,7.0,34.0,4.0,0.0
M,North,Silver,C,7.0,45.0,5.0,0.0
F,South West,Tin,B,3.0,44.0,5.0,0.0
M,South East,Silver,B,4.0,68.0,9.0,0.0
F,Midlands,Tin,C,10.0,46.0,5.0,0.0
M,North,Tin,F,12.0,64.0,4.0,0.0
F,South East,Platinum,B,8.0,70.0,3.0,0.0
F,South East,Tin,C,11.0,48.0,8.0,0.0
F,Midlands,Tin,B,8.0,35.0,7.0,1.0
F,Midlands,Silver,C,11.0,51.0,5.0,1.0
F,South East,Silver,F,8.0,69.0,7.0,0.0
M,South East,Silver,B,7.0,62.0,6.0,0.0
M,South East,Tin,B,8.0,62.0,5.0,0.0
M,Midlands,Silver,C,12.0,57.0,4.0,0.0
F,South East,Silver,D,10.0,51.0,9.0,0.0
M,Midlands,Silver,B,8.0,54.0,6.0,0.0
M,North,Silver,A,6.0,66.0,4.0,0.0
M,Midlands,Silver,D,6.0,64.0,1.0,0.0
F,South East,Silver,D,10.0,64.0,5.0,0.0
M,South East,Gold,E,6.0,77.0,18.0,0.0
F,South East,Silver,D,14.0,43.0,8.0,1.0
F,Midlands,Silver,B,15.0,41.0,6.0,1.0
F,South East,Gold,D,15.0,72.0,3.0,0.0
M,South East,Gold,F,6.0,78.0,3.0,0.0
M,South East,Silver,D,7.0,60.0,2.0,0.0
M,South East,Gold,F,11.0,70.0,8.0,0.0
F,North,Tin,C,3.0,56.0,8.0,0.0
F,Scottish,Tin,F,9.0,50.0,4.0,1.0
F,South East,Gold,D,12.0,69.0,6.549493629532832,0.0
M,Midlands,Silver,D,10.0,64.0,11.0,0.0
M,South East,Gold,F,3.0,46.0,1.0,0.0
F,North,Tin,E,8.0,41.0,4.0,0.0
F,Midlands,Silver,F,10.0,49.0,9.0,0.0
F,Midlands,Tin,F,12.0,45.0,4.0,0.0
M,Midlands,Tin,C,7.0,68.0,8.0,0.0
F,South East,Gold,C,7.0,66.0,14.0,0.0
F,South East,Tin,C,9.0,34.0,5.0,1.0
F,North,Tin,A,13.0,51.0,9.0,1.0
F,South West,Silver,B,12.0,48.0,4.0,1.0
F,Midlands,Gold,F,8.0,61.0,4.0,0.0
F,North,Gold,B,4.0,61.0,2.0,0.0
F,Midlands,Silver,B,7.0,61.0,4.0,0.0
M,Midlands,Silver,E,10.0,60.0,6.0,0.0
F,North,Gold,B,8.0,64.0,1.0,0.0
F,South East,Gold,F,12.0,62.0,11.0,1.0
F,South East,Silver,D,8.0,32.0,3.0,1.0
F,South East,Gold,B,4.0,44.0,8.0,0.0
F,South East,Gold,B,10.0,53.0,9.0,0.0
F,Midlands,Silver,F,9.0,53.0,7.0,0.0
F,Midlands,Gold,C,6.0,54.0,8.0,0.0
M,Midlands,Gold,A,11.0,60.0,8.0,1.0
F,North,Silver,D,9.0,33.0,8.0,0.0
M,South West,Silver,F,9.0,74.0,10.0,0.0
F,Midlands,Gold,D,6.0,65.0,4.0,0.0
F,South East,Silver,B,12.0,41.0,1.0,0.0
F,Midlands,Silver,C,12.0,66.0,1.0,0.0
F,South East,Silver,B,6.0,76.0,6.0,0.0
M,Midlands,Silver,F,6.0,77.0,11.0,0.0
F,South East,Gold,C,12.0,72.0,13.0,0.0
M,North,Silver,D,2.0,49.0,5.0,0.0
F,South East,Silver,E,13.0,71.0,5.0,1.0
F,Scottish,Silver,B,8.0,75.0,6.549493629532832,0.0
M,Midlands,Silver,C,9.0,42.0,9.0,0.0
F,Midlands,Tin,C,14.0,40.0,4.0,0.0
F,North,Gold,F,5.0,66.0,8.0,0.0
F,South East,Gold,D,6.0,68.0,5.0,0.0
F,North,Tin,F,13.0,24.0,4.0,0.0
F,South West,Silver,B,6.0,79.0,5.0,0.0
F,Midlands,Gold,D,7.0,61.0,7.0,1.0
M,Midlands,Gold,F,6.0,66.0,7.0,0.0
F,Scottish,Silver,C,6.0,38.0,6.0,0.0
F,Scottish,Tin,F,5.0,39.0,5.0,1.0
F,Midlands,Silver,F,6.0,62.0,3.0,0.0
F,South East,Platinum,D,14.0,68.0,2.0,0.0
M,Midlands,Gold,F,6.0,63.0,1.0,0.0
F,South East,Gold,B,6.0,52.0,8.0,1.0
M,Midlands,Gold,F,8.0,55.0,2.0,0.0
M,Scottish,Tin,C,9.0,49.0,8.0,1.0
F,Midlands,Tin,B,10.0,40.0,7.0,0.0
F,South East,Gold,C,7.0,38.0,9.0,0.0
F,Midlands,Platinum,B,9.0,68.0,1.0,0.0
F,South East,Gold,C,11.0,47.0,9.0,1.0
M,South East,Silver,F,5.0,46.0,5.0,0.0
M,South West,Silver,B,14.0,70.0,17.0,1.0
F,South East,Tin,F,5.0,43.0,5.0,1.0
M,South East,Gold,D,6.0,63.0,10.0,0.0
F,Midlands,Silver,F,8.0,61.0,1.0,1.0
F,South East,Silver,A,6.0,45.0,11.0,0.0
F,Scottish,Gold,D,4.0,65.0,6.549493629532832,0.0
F,South East,Gold,E,8.0,77.0,8.0,1.0
F,Midlands,Silver,C,8.0,71.0,4.0,1.0
M,Midlands,Tin,F,8.0,38.0,8.0,0.0
F,South East,Tin,C,8.0,36.0,5.0,0.0
F,South East,Silver,A,4.0,25.0,5.0,0.0
F,Midlands,Tin,F,10.0,48.0,7.0,0.0
F,North,Gold,C,9.0,70.0,19.0,0.0
F,Midlands,Silver,C,7.0,74.0,5.0,0.0
F,South East,Gold,A,11.0,78.0,6.0,1.0
F,South East,Tin,C,4.0,49.0,9.0,0.0
M,North,Silver,F,4.0,39.0,2.0,1.0
F,South East,Tin,F,9.0,28.0,7.0,0.0
F,South East,Tin,A,7.0,53.0,8.0,0.0
F,Midlands,Gold,F,4.0,65.0,2.0,0.0
F,South East,Gold,B,7.0,57.0,2.0,1.0
F,South East,Tin,D,9.0,37.0,8.0,1.0
F,Scottish,Silver,B,12.0,52.0,6.549493629532832,1.0
F,South East,Silver,F,13.0,50.0,12.0,0.0
F,South East,Tin,E,11.0,58.0,5.0,0.0
M,South East,Tin,C,12.0,43.0,10.0,1.0
M,Midlands,Silver,E,6.0,59.0,1.0,0.0
F,North,Gold,D,8.0,61.0,2.0,1.0
M,South East,Tin,B,6.0,47.0,5.0,1.0
F,South East,Silver,B,5.0,52.0,5.0,0.0
M,South East,Tin,C,9.0,37.0,8.0,1.0
F,North,Tin,F,7.0,56.0,4.0,0.0
